country,region,election_renewal,year,month,chamber_type,chamber_total_seats,women_total,women_perc,notes
Mongolia,ASIA,Yes,2008,August,single,66,3.0,0.05,
Mongolia,ASIA,Yes,2008,September,single,72,3.0,0.04,
Mongolia,ASIA,Yes,2012,July,single,69,9.0,0.13,
Mongolia,ASIA,Yes,2016,,single,76,11.0,0.14,
Mongolia,ASIA,Yes,2016,June,single,76,13.0,0.17,
Montenegro,EUR,Yes,2006,,single,81,7.0,0.09,Women from Montenegro had previously been elected to the Parliament of the S.F.R. of Yugoslavia (Federal People's Republic Of)
Montenegro,EUR,Yes,2009,October,single,81,5.0,0.06,
Montenegro,EUR,Yes,2009,December,single,81,9.0,,
Montenegro,EUR,Yes,2012,October,single,81,12.0,0.15,
Montenegro,EUR,Yes,2016,June,single,81,15.0,0.19,
Montenegro,EUR,Yes,2016,October,single,81,19.0,0.23,
Morocco,MENA,Yes,1963,,single,202,0.0,0.0,"First legislature of the Kingdom of Morocco after the country became independent on 2 March 1956; a Chamber of Counsellors, made up of 80 members, was also formed. No women obtained seats in this chamber."
Morocco,MENA,Yes,1970,,single,240,0.0,0.0,
Morocco,MENA,Yes,1977,,single,267,0.0,0.0,
Morocco,MENA,Yes,1984,,single,306,0.0,0.0,"By a referendum in 1989, the House's 6-year term was extended by 2 years."
Morocco,MENA,Yes,1993,,single,333,2.0,0.01,
Morocco,MENA,Yes,1997,,lower,325,2.0,0.01,
Morocco,MENA,Yes,1997,,upper,270,2.0,0.01,Partial renewal; elections were held for one third of the seats (90 seats were up for election)
Morocco,MENA,Yes,2000,,upper,270,1.0,0.0,Partial renewal; elections were held for one third of the seats (90 seats were up for election)
Morocco,MENA,Yes,2002,,lower,325,35.0,0.11,
Morocco,MENA,Yes,2003,,upper,270,3.0,0.01,Partial renewal; elections were held for one third of the seats (90 seats were up for election)
Morocco,MENA,Yes,2006,,upper,270,3.0,0.01,"Partial renewal; elections were held for one third of the seats (90 seats were up for election); Of these, one woman was elected. I"
Morocco,MENA,Yes,2007,,lower,325,34.0,0.1,
Morocco,MENA,Yes,2009,,upper,270,6.0,0.02,"Parline: one-third of the membership is renewed every three years. The ""Distribution of seats according to sex"" above shows the breakdown for the MPs elected in 2009: three women of 90 members, or 3.33 per cent. After the 2009 renewal, there were six women in all out of 270 members, or 2.22%. (House of Councillors, 05.10.2009)"
Morocco,MENA,Yes,2011,November,lower,395,66.0,0.17,
Morocco,MENA,Yes,2011,December,lower,395,67.0,0.17,
Morocco,MENA,Yes,2015,October,upper,120,14.0,0.12,
Morocco,MENA,Yes,2016,,lower,395,67.0,0.17,
Morocco,MENA,Yes,2016,October,lower,395,81.0,0.2,
Mozambique,SUB-SAHARAN,Yes,1977,,single,210,26.0,0.12,First legislature of Mozambique after the country became independent on 4 December 1977.
Mozambique,SUB-SAHARAN,Yes,1982,,single,250,40.0,0.16,
Mozambique,SUB-SAHARAN,Yes,1986,,single,249,39.0,0.16,
Mozambique,SUB-SAHARAN,Yes,1994,,single,250,63.0,0.25,
Mozambique,SUB-SAHARAN,Yes,1999,,single,250,75.0,0.3,
Mozambique,SUB-SAHARAN,Yes,2004,,single,250,87.0,0.35,
Mozambique,SUB-SAHARAN,Yes,2009,,single,250,98.0,0.39,
Mozambique,SUB-SAHARAN,Yes,2014,,single,250,99.0,0.4,
Myanmar,ASIA,Yes,1947,,temporary_assembly,237,3.0,0.01,Unicameral Constituent Assembly.
Myanmar,ASIA,Yes,1952,,single,Not available,,,"First legislature of Myanmar (Burma) after the country became independent in 1948. The nominal number of seats is 250, but there were 17 vacancies at the time. This makes for a total of 233 filled seats at the time, but this was not counted since information on the number of women is unavailable."
Myanmar,ASIA,Yes,1956,,lower,Not available,,,"The total number of seats at the time was 250, but this was not counted since information on the number of women is unavailable."
Myanmar,ASIA,Yes,1956,,upper,Not available,,,"The total number of seats at the time was 125, but this was not counted since information on the number of women is unavailable."
Myanmar,ASIA,Yes,1960,,lower,Not available,,,"The total number of seats at the time was 250, but this was not counted since information on the number of women is unavailable. The Assembly was dissolved in March 1964 following a military coup d'Etat."
Myanmar,ASIA,Yes,1960,,upper,Not available,,,"The total number of seats at the time was 125, but this was not counted since information on the number of women is unavailable. The Assembly was dissolved in March 1964 following a military coup d'Etat."
Myanmar,ASIA,Yes,1974,,single,451,9.0,0.02,
Myanmar,ASIA,Yes,1978,,single,464,12.0,0.03,
Myanmar,ASIA,Yes,1981,,single,475,13.0,0.03,
Myanmar,ASIA,Yes,1985,,single,Not available,,,"The total number of seats at the time was 489, but this was not counted since information on the number of women is unavailable. Parliament was dissolved following a military coup d'Etat on 18 September 1988."
Myanmar,ASIA,Yes,1990,,single,Not available,,,"The total number of seats at the time was 492, but this was not counted since information on the number of women is unavailable. The Parliament elected in 1990 has never been convened nor authorized to sit."
Myanmar,ASIA,Yes,2010,,lower,326,14.0,0.04,"The 2010 elections were not held in five townships in Shan State, leaving five seats vacant. As at 31 January 2011, there were 14 women out of a total of 435 members. Thirty-eight members were subsequently appointed to the government, one member passed away and another ceased to be a member of the House of Representatives, resulting in an additional 40 vacant seats."
Myanmar,ASIA,Yes,2010,,upper,168,6.0,0.04,
Myanmar,ASIA,Yes,2015,November,lower,323,41.0,0.13,
Myanmar,ASIA,Yes,2015,November,upper,168,23.0,0.14,directly elected 168; apointed 56
Namibia,SUB-SAHARAN,Yes,1989,,temporary_assembly,78,5.0,0.06,"The unicameral Constituent Assembly elected in November 1989 became the first legislature of Namibia after the country became independent on 21 March 1990. 72 directly elected and a maximum 6 additional members appointed by the President of the Republic, of which 3 are women."
Namibia,SUB-SAHARAN,Yes,1993,,upper,26,1.0,0.04,
Namibia,SUB-SAHARAN,Yes,1995,,lower,78,14.0,0.18,
Namibia,SUB-SAHARAN,Yes,1998,,upper,26,2.0,0.08,
Namibia,SUB-SAHARAN,Yes,1999,,lower,72,18.0,0.25,
Namibia,SUB-SAHARAN,Yes,2004,,lower,78,21.0,0.27,"72 directly elected and a maximum 6 additional members appointed by the President of the Republic, of which 3 are women.  "
Namibia,SUB-SAHARAN,Yes,2004,,upper,26,7.0,0.27,
Namibia,SUB-SAHARAN,Yes,2009,,lower,78,19.0,0.24,
Namibia,SUB-SAHARAN,Yes,2010,,upper,26,7.0,0.27,
Namibia,SUB-SAHARAN,Yes,2014,,lower,104,43.0,0.41,
Namibia,SUB-SAHARAN,Yes,2015,,upper,42,10.0,0.24,
Nauru,PAC,Yes,1968,,single,18,0.0,0.0,First legislature of Nauru after the country became independent on 31 January 1968.
Nauru,PAC,Yes,1971,,single,18,0.0,0.0,
Nauru,PAC,Yes,1973,,single,18,0.0,0.0,
Nauru,PAC,Yes,1976,,single,18,0.0,0.0,
Nauru,PAC,Yes,1977,,single,18,0.0,0.0,
Nauru,PAC,Yes,1980,,single,18,0.0,0.0,
Nauru,PAC,Yes,1983,,single,18,0.0,0.0,
Nauru,PAC,Yes,1986,,single,18,1.0,0.06,
Nauru,PAC,Yes,1987,,single,18,1.0,0.06,
Nauru,PAC,Yes,1989,,single,18,1.0,0.06,
Nauru,PAC,Yes,1992,,single,Not available,,,"The total number of seats at the time was 18, but this was not counted since information on the number of women is unavailable."
Nauru,PAC,Yes,1995,,single,18,1.0,0.06,
Nauru,PAC,Yes,1997,,single,18,0.0,0.0,
Nauru,PAC,Yes,2000,,single,18,0.0,0.0,
Nauru,PAC,Yes,2003,,single,18,0.0,0.0,
Nauru,PAC,Yes,2004,,single,18,0.0,0.0,
Nauru,PAC,Yes,2007,,single,18,0.0,0.0,
Nauru,PAC,Yes,2008,,single,18,0.0,0.0,
Nauru,PAC,Yes,2010,,single,18,0.0,0.0,Elections were held for all the seats in the Parliament following its early dissolution on 11 June 2010. The elections had previously taken place on 24 April 2010.
Nauru,PAC,Yes,2010,,single,18,0.0,0.0,
Nauru,PAC,Yes,2013,,single,19,1.0,0.05,"The elections to the 19-member Parliament (up from 18) returned 12 outgoing members. There were a record 68 candidates. One of the five women candidates was successful and became the second-ever Nauruan woman to enter Parliament. The newly-elected legislature was convened on 11 June and elected former Speaker and President of the Republic, Mr. Ludwig Scotty, as the new, and Mr. Baron Waqa as the country's new President. The latter had served as Minister of the Interior and Education under Mr. Scotty's presidency."
Nauru,PAC,Yes,2016,,single,19,1.0,0.05,
Nepal,ASIA,Yes,1952,,Single,35,3.0,0.09,This is a unicameral Consultative Assembly that functions as the legislature of Nepal in cooperation with the King.
Nepal,ASIA,Yes,1954,,Single,106,10.0,0.09,This is a unicameral Consultative Assembly that functions as the legislature of Nepal in cooperation with the King.
Nepal,ASIA,Yes,1958,,Single,91,8.0,0.09,This is a unicameral Consultative Assembly that functions as the legislature of Nepal in cooperation with the King.
Nepal,ASIA,Yes,1959,,lower,109,1.0,0.01,First legislature of Nepal.
Nepal,ASIA,Yes,1959,,upper,36,1.0,0.03,First legislature of Nepal.
Nepal,ASIA,Yes,1962,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1963,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1964,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1965,,single,125,4.0,0.03,
Nepal,ASIA,Yes,1966,,single,125,4.0,0.03,
Nepal,ASIA,Yes,1967,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1968,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1969,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1970,,single,125,4.0,0.03,
Nepal,ASIA,Yes,1971,,single,120,4.0,0.03,
Nepal,ASIA,Yes,1972,,single,124,4.0,0.03,
Nepal,ASIA,Yes,1973,,single,123,5.0,0.04,
Nepal,ASIA,Yes,1974,,single,125,5.0,0.04,
Nepal,ASIA,Yes,1975,,single,108,2.0,0.02,
Nepal,ASIA,Yes,1976,,single,118,2.0,0.02,
Nepal,ASIA,Yes,1977,,single,125,3.0,0.02,
Nepal,ASIA,Yes,1978,,single,127,3.0,0.02,
Nepal,ASIA,Yes,1979,,single,135,4.0,0.03,
Nepal,ASIA,Yes,1980,,single,104,5.0,0.05,
Nepal,ASIA,Yes,1981,,single,140,7.0,0.05,
Nepal,ASIA,Yes,1982,,single,140,7.0,0.05,
Nepal,ASIA,Yes,1983,,single,140,7.0,0.05,
Nepal,ASIA,Yes,1984,,single,140,7.0,0.05,
Nepal,ASIA,Yes,1985,,single,140,7.0,0.05,
Nepal,ASIA,Yes,1986,,single,137,7.0,0.05,"The nominal number of seats is 140, but there are 3 vacancies"
Nepal,ASIA,Yes,1987,,single,137,8.0,0.06,"The nominal number of seats is 140, but there are 3 vacancies"
Nepal,ASIA,Yes,1988,,single,136,8.0,0.06,"The nominal number of seats is 140, but there are 4 vacancies; The Panchayat was dissolved on 16 April 1990 in connection with the change in political system."
Nepal,ASIA,Yes,1991,,lower,205,7.0,0.03,
Nepal,ASIA,Yes,1991,,upper,60,3.0,0.05,"10 appointed by the King, 35 (including at least 3 women) elected by the House of Representatives, and 15 indirectly elected."
Nepal,ASIA,Yes,1994,,lower,205,7.0,0.03,The King dissolved the House of Representatives on 13 June 1995.
Nepal,ASIA,Yes,1997,,upper,60,5.0,0.08,"10 appointed by the King, 35 (including at least 3 women) elected by the House of Representatives, and 15 indirectly elected."
Nepal,ASIA,Yes,1999,,lower,205,12.0,0.06,
Nepal,ASIA,Yes,2001,,upper,60,5.0,0.08,"10 appointed by the King, 35 (including at least 3 women) elected by the House of Representatives, and 15 indirectly elected."
Nepal,ASIA,Yes,2007,,single,329,57.0,0.17,This indirectly elected unicameral assembly was the Nepalese interim parliament that would decide to end the monarchy and found a federal democracy; it would organize elections for a Constituent Assembly in 2008 to set the foundations for the new federal state
Nepal,ASIA,Yes,2008,May,single,568,191.0,0.34,"Only source for this information is Parline. This is Nepal's unicameral Constituent Assembly. After an update in September 2008, the total number of seats was reduced to 594; the number of women remained 197."
Nepal,ASIA,Yes,2008,July,single,601,197.0,0.33,
Nepal,ASIA,Yes,2008,September,single,594,197.0,0.33,
Nepal,ASIA,Yes,2013,,single,594,197.0,0.33,
Nepal,ASIA,Yes,2018,February,upper,59,22.0,0.37,Considered as new chamber.
Netherlands,EUR,Yes,1946,,lower,100,4.0,0.04,
Netherlands,EUR,Yes,1946,,upper,50,2.0,0.04,
Netherlands,EUR,Yes,1948,,lower,100,5.0,0.05,
Netherlands,EUR,Yes,1948,,upper,50,1.0,0.02,
Netherlands,EUR,Yes,1951,,upper,50,1.0,0.02,
Netherlands,EUR,Yes,1952,,lower,100,7.0,0.07,
Netherlands,EUR,Yes,1952,,upper,50,1.0,0.02,
Netherlands,EUR,Yes,1955,,upper,50,2.0,0.04,
Netherlands,EUR,Yes,1956,,lower,100,9.0,0.09,The members elected in June 1956 were called to vote on a constitutional amendment to increase membership of the First Chamber of the States General from 50 to 75 and membership of the Second Chamber from 100 to 150; elections were held in October 1956 to elect additional members.
Netherlands,EUR,Yes,1956,,lower,150,13.0,0.09,
Netherlands,EUR,Yes,1956,,upper,50,2.0,0.04,The members elected in June 1956 were called to vote on a constitutional amendment to increase membership of the First Chamber of the States General from 50 to 75 and membership of the Second Chamber from 100 to 150; elections were held in October 1956 to elect additional members.
Netherlands,EUR,Yes,1956,,upper,75,4.0,0.05,
Netherlands,EUR,Yes,1959,,lower,150,14.0,0.09,
Netherlands,EUR,Yes,1960,,upper,75,4.0,0.05,
Netherlands,EUR,Yes,1963,,lower,150,15.0,0.1,
Netherlands,EUR,Yes,1963,,upper,75,4.0,0.05,
Netherlands,EUR,Yes,1966,,upper,75,4.0,0.05,
Netherlands,EUR,Yes,1967,,lower,150,12.0,0.08,
Netherlands,EUR,Yes,1969,,upper,75,4.0,0.05,
Netherlands,EUR,Yes,1971,,lower,150,12.0,,according to parline
Netherlands,EUR,Yes,1971,,upper,75,3.0,0.04,
Netherlands,EUR,Yes,1972,,lower,150,15.0,0.1,
Netherlands,EUR,Yes,1974,,upper,75,3.0,0.04,
Netherlands,EUR,Yes,1977,,lower,150,20.0,,according to parline
Netherlands,EUR,Yes,1977,,upper,75,6.0,0.08,
Netherlands,EUR,Yes,1980,,upper,75,12.0,0.16,
Netherlands,EUR,Yes,1981,,lower,150,17.0,0.11,
Netherlands,EUR,Yes,1981,,upper,75,17.0,0.23,
Netherlands,EUR,Yes,1982,,lower,150,,,according to parline
Netherlands,EUR,Yes,1983,,upper,75,16.0,0.21,
Netherlands,EUR,Yes,1986,,lower,150,30.0,0.2,
Netherlands,EUR,Yes,1986,,upper,75,17.0,0.23,
Netherlands,EUR,Yes,1987,,upper,75,20.0,0.27,
Netherlands,EUR,Yes,1989,,lower,150,32.0,0.21,38 women members upon formation of the Lubbers/Kok government (changes were made after elections due to cabinet appointments etc.)
Netherlands,EUR,Yes,1989,,upper,75,16.0,0.21,All members of the upper house indirectly elected
Netherlands,EUR,Yes,1991,,upper,75,20.0,0.27,All members of the upper house indirectly elected
Netherlands,EUR,Yes,1994,,lower,150,49.0,0.33,
Netherlands,EUR,Yes,1995,,upper,75,17.0,0.23,All members of the upper house indirectly elected
Netherlands,EUR,Yes,1998,,lower,150,54.0,0.36,
Netherlands,EUR,Yes,1999,,upper,75,21.0,0.28,All members of the upper house indirectly elected
Netherlands,EUR,Yes,2002,,lower,150,51.0,0.34,
Netherlands,EUR,Yes,2003,,lower,150,55.0,0.37,
Netherlands,EUR,Yes,2003,,upper,75,24.0,0.32,All members of the upper house indirectly elected
Netherlands,EUR,Yes,2006,,lower,150,55.0,0.37,
Netherlands,EUR,Yes,2007,,upper,75,26.0,0.35,All members of the upper house indirectly elected
Netherlands,EUR,Yes,2010,,lower,150,61.0,0.41,
Netherlands,EUR,Yes,2011,May,upper,75,27.0,0.36,
Netherlands,EUR,Yes,2012,September,lower,150,58.0,0.39,
Netherlands,EUR,Yes,2015,May,upper,75,26.0,0.35,
Netherlands,EUR,Yes,2017,March,lower,150,54.0,0.36,
New Zealand,PAC,Yes,1946,,lower,80,2.0,0.02,
New Zealand,PAC,Yes,1946,,upper,25,2.0,0.08,"No actual elections took place for the Upper House in 1946, so the numbers provided here are just a snapshot of the situation at the time of the Lower House elections."
New Zealand,PAC,Yes,1949,,lower,80,3.0,0.04,
New Zealand,PAC,Yes,1950,,upper,53,5.0,0.09,"No actual elections took place for the Upper House in 1950, so the numbers provided here are just a snapshot of the situation at the time of the Lower House elections."
New Zealand,PAC,Yes,1951,,single,80,3.0,0.04,
New Zealand,PAC,Yes,1954,,single,80,4.0,0.05,
New Zealand,PAC,Yes,1957,,single,80,4.0,0.05,
New Zealand,PAC,Yes,1960,,single,80,4.0,0.05,
New Zealand,PAC,Yes,1963,,single,80,5.0,0.06,
New Zealand,PAC,Yes,1966,,single,80,5.0,0.06,
New Zealand,PAC,Yes,1969,,single,84,4.0,0.05,
New Zealand,PAC,Yes,1972,,single,87,4.0,0.05,
New Zealand,PAC,Yes,1975,,single,87,4.0,0.05,
New Zealand,PAC,Yes,1978,,single,92,4.0,0.04,
New Zealand,PAC,Yes,1981,,single,92,8.0,0.09,
New Zealand,PAC,Yes,1984,,single,95,12.0,0.13,
New Zealand,PAC,Yes,1987,,single,97,14.0,0.14,
New Zealand,PAC,Yes,1990,,single,97,16.0,0.16,
New Zealand,PAC,Yes,1993,,single,99,21.0,0.21,
New Zealand,PAC,Yes,1996,,single,120,35.0,0.29,Electoral system changed to MMP.
New Zealand,PAC,Yes,1999,,single,120,35.0,0.29,
New Zealand,PAC,Yes,2002,,single,120,35.0,0.29,
New Zealand,PAC,Yes,2005,,single,121,39.0,0.32,
New Zealand,PAC,Yes,2008,,single,122,41.0,0.34,
New Zealand,PAC,Yes,2011,November,single,121,39.0,0.32,
New Zealand,PAC,Yes,2014,,single,121,36.0,0.3,
New Zealand,PAC,Yes,2017,September,single,120,46.0,0.38,
Nicaragua,AME,Yes,1948,,lower,49,0.0,0.0,
Nicaragua,AME,Yes,1948,,upper,15,0.0,0.0,
Nicaragua,AME,Yes,1950,,lower,42,0.0,0.0,
Nicaragua,AME,Yes,1950,,upper,16,0.0,0.0,
Nicaragua,AME,Yes,1967,,lower,54,0.0,0.0,
Nicaragua,AME,Yes,1967,,upper,16,0.0,0.0,
Nicaragua,AME,Yes,1972,,temporary_assembly,100,9.0,0.09,This was Nicaragua's unicameral Constituent Assembly.
Nicaragua,AME,Yes,1974,,lower,70,8.0,0.11,Parliament was dissolved following a Revolution on 20 July 1979.
Nicaragua,AME,Yes,1974,,upper,30,0.0,0.0,Parliament was dissolved following a Revolution on 20 July 1979.
Nicaragua,AME,Yes,1979,,single,51,11.0,0.22,Parliament was dissolved following a Revolution on 20 July 1979. A new assembly was elected the same month. Variable dates.
Nicaragua,AME,Yes,1984,,temporary_assembly,88,13.0,0.15,Unicameral Constituent Assembly.
Nicaragua,AME,Yes,1990,,single,92,15.0,0.16,
Nicaragua,AME,Yes,1996,,single,93,9.0,0.1,
Nicaragua,AME,Yes,2001,,single,92,19.0,0.21,
Nicaragua,AME,Yes,2006,,single,92,14.0,0.15,
Nicaragua,AME,Yes,2011,November,single,92,37.0,0.4,
Nicaragua,AME,Yes,2016,,single,92,38.0,0.41,
Nicaragua,AME,Yes,2016,November,single,92,42.0,0.46,
Niger,SUB-SAHARAN,Yes,1958,,single,60,0.0,0.0,"The Assembly elected in 1958 became the first legislature of Niger after the country became independent on 3 August 1960, and members' terms of office were extended by five years."
Niger,SUB-SAHARAN,Yes,1965,,single,50,0.0,0.0,
Niger,SUB-SAHARAN,Yes,1970,,single,50,0.0,0.0,The Assembly was dissolved following a military coup d'Etat on 15 April 1974.
Niger,SUB-SAHARAN,Yes,1989,,single,93,5.0,0.05,The Assembly was dissolved by the National Conference and a High Council of the Republic (transitional Parliament) was set up in August 1991
Niger,SUB-SAHARAN,Yes,1991,,temporary_assembly,15,3.0,0.2,Unicameral Transitional parliament; Set up by the National Conference
Niger,SUB-SAHARAN,Yes,1993,,single,83,5.0,0.06,
Niger,SUB-SAHARAN,Yes,1995,,single,83,3.0,0.04,
Niger,SUB-SAHARAN,Yes,1996,,single,83,1.0,0.01,
Niger,SUB-SAHARAN,Yes,1999,,single,83,1.0,0.01,
Niger,SUB-SAHARAN,Yes,2004,,single,113,14.0,0.12,
Niger,SUB-SAHARAN,Yes,2009,,single,112,11.0,0.1,
Niger,SUB-SAHARAN,Yes,2011,January,single,113,15.0,0.13,
Niger,SUB-SAHARAN,Yes,2016,,single,113,15.0,0.13,
Niger,SUB-SAHARAN,Yes,2016,February,single,171,25.0,0.15,
Nigeria,SUB-SAHARAN,Yes,1965,,lower,312,,,"First legislature of Nigeria after the country became independent on 1 October 1960.  Following the boycott of elections in the eastern part of the country, another election was held in March 1965.  The Parliament was dissolved following a military coup d'Etat on 15 January 1966."
Nigeria,SUB-SAHARAN,Yes,1965,,upper,?,,,"First legislature of Nigeria after the country became independent on 1 October 1960.  Following the boycott of elections in the eastern part of the country, another election was held in March 1965.  The Parliament was dissolved following a military coup d'Etat on 15 January 1966."
Nigeria,SUB-SAHARAN,Yes,1977,,temporary_assembly,232,,,This was a unicameral Constituent Assembly of Nigeria; 203 directly elected members and 29 appointed members
Nigeria,SUB-SAHARAN,Yes,1979,,lower,449,,,
Nigeria,SUB-SAHARAN,Yes,1979,,upper,95,,,
Nigeria,SUB-SAHARAN,Yes,1983,,lower,450,,,The Parliament was dissolved following a military coup d'Etat on 31 December 1983.
Nigeria,SUB-SAHARAN,Yes,1983,,upper,96,,,The Parliament was dissolved following a military coup d'Etat on 31 December 1983.
Nigeria,SUB-SAHARAN,Yes,1988,,temporary_assembly,567,,,This was a unicameral Constituent Assembly of Nigeria; 450 directly elected members and 117 appointed members.
Nigeria,SUB-SAHARAN,Yes,1992,,lower,593,13.0,0.02,The Parliament was dissolved following a military coup d'Etat in November 1993.
Nigeria,SUB-SAHARAN,Yes,1992,,upper,91,1.0,0.01,The Parliament was dissolved following a military coup d'Etat in November 1993.
Nigeria,SUB-SAHARAN,Yes,1999,,lower,351,12.0,0.03,The Parliament was dissolved following a military coup d'Etat in November 1993.
Nigeria,SUB-SAHARAN,Yes,2003,,lower,360,17.0,0.05,
Nigeria,SUB-SAHARAN,Yes,2003,,upper,107,3.0,0.03,
Nigeria,SUB-SAHARAN,Yes,2007,April,lower,358,25.0,0.07,
Nigeria,SUB-SAHARAN,Yes,2007,April,upper,109,8.0,0.07,
Nigeria,SUB-SAHARAN,Yes,2011,April,lower,352,13.0,0.04,"After three postponements, elections for most parliamentary seats were held on 9 April 2011, one week before the presidential polls."
Nigeria,SUB-SAHARAN,Yes,2011,April,upper,109,4.0,0.04,
Nigeria,SUB-SAHARAN,Yes,2015,March,lower,336,14.0,0.04,March
Nigeria,SUB-SAHARAN,Yes,2015,March,upper,108,6.0,0.06,March
Nigeria,SUB-SAHARAN,Yes,2015,March,lower,360,20.0,0.06,May
Nigeria,SUB-SAHARAN,Yes,2015,May,upper,108,7.0,0.06,May
Nigeria,SUB-SAHARAN,Yes,2015,,upper,108,7.0,0.06,
Norway,EUR,Yes,1945,,single,150,7.0,0.05,"When dealing with legislative matters, the Stortinget divides itself into two bodies, the Lagting (acting as Upper Chamber) with 41 members, and the Odelsting (acting as Lower Chamber) with 124 members.  Under the terms of the Constitution, at the first sitting of each new legislature, the Stortinget appoints one-fourth (41) of its members to form the Lagting, while the remaining three-fourths (124) constitute the Odelsting."
Norway,EUR,Yes,1949,,single,150,7.0,0.05,
Norway,EUR,Yes,1953,,single,150,7.0,0.05,
Norway,EUR,Yes,1957,,single,150,10.0,0.07,
Norway,EUR,Yes,1961,,single,150,13.0,0.09,
Norway,EUR,Yes,1965,,single,150,12.0,0.08,
Norway,EUR,Yes,1969,,single,150,14.0,0.09,
Norway,EUR,Yes,1973,,single,155,24.0,0.15,
Norway,EUR,Yes,1977,,single,155,37.0,0.24,
Norway,EUR,Yes,1981,,single,155,40.0,0.26,
Norway,EUR,Yes,1985,,single,157,54.0,0.34,
Norway,EUR,Yes,1989,,single,165,59.0,0.36,
Norway,EUR,Yes,1993,,single,165,65.0,0.39,
Norway,EUR,Yes,1996,,single,165,65.0,0.39,
Norway,EUR,Yes,1997,,single,165,60.0,0.36,
Norway,EUR,Yes,2001,,single,165,60.0,0.36,
Norway,EUR,Yes,2005,,single,169,64.0,0.38,
Norway,EUR,Yes,2009,,single,169,67.0,0.4,
Norway,EUR,Yes,2013,,single,169,67.0,0.4,
Norway,EUR,Yes,2017,January,single,169,70.0,0.41,
Oman,MENA,Yes,2003,,lower,83,2.0,0.02,
Oman,MENA,Yes,2003,,upper,58,9.0,0.16,All members of the upper house are appointed
Oman,MENA,Yes,2007,October,lower,84,0.0,0.0,
Oman,MENA,Yes,2007,November,upper,70,14.0,0.2,All members of the upper house are appointed
Oman,MENA,Yes,2011,,lower,84,1.0,0.01,
Oman,MENA,Yes,2011,,upper,83,15.0,0.18,
Oman,MENA,Yes,2015,,lower,85,1.0,0.01,
Oman,MENA,Yes,2015,November,upper,85,13.0,0.15,
Pakistan,ASIA,Yes,1973,,lower,146,6.0,0.04,First legislature of present Pakistan after the secession of Bangladesh in January 1972; Pakistan became independent in August 1947.
Pakistan,ASIA,Yes,1973,,upper,45,1.0,0.02,First legislature of present Pakistan after the secession of Bangladesh in January 1972; Pakistan became independent in August 1947.
Pakistan,ASIA,Yes,1975,,upper,45,1.0,0.02,
Pakistan,ASIA,Yes,1977,,lower,216,10.0,0.05,
Pakistan,ASIA,Yes,1977,,upper,63,3.0,0.05,
Pakistan,ASIA,Yes,1985,,lower,237,21.0,0.09,20 indir resv??? 21; 20 indirectly elected seats reserved for women. And 9 seats reserved for members of non-muslim minorities.
Pakistan,ASIA,Yes,1985,,upper,87,0.0,0.0,
Pakistan,ASIA,Yes,1988,,lower,237,24.0,0.1,20 indir resv??? 21; 20 indirectly elected seats reserved for women. And 9 seats reserved for members of non-muslim minorities.
Pakistan,ASIA,Yes,1990,,lower,217,2.0,0.01,
Pakistan,ASIA,Yes,1991,,upper,87,1.0,0.01,
Pakistan,ASIA,Yes,1993,,lower,217,4.0,0.02,
Pakistan,ASIA,Yes,1994,,upper,87,1.0,0.01,
Pakistan,ASIA,Yes,1997,,lower,217,5.0,0.02,
Pakistan,ASIA,Yes,1997,,upper,87,3.0,0.03,
Pakistan,ASIA,Yes,2002,,lower,342,74.0,0.22,"Directly elected (including 60 seats reserved for women and 10 seats for non-Muslim minorities). For the first time since Parliament was dissolved on 12 October 1999 following a coup-d'état, elections were held for all seats in the National Assembly."
Pakistan,ASIA,Yes,2002,December,lower,342,72.0,0.21,
Pakistan,ASIA,Yes,2003,March,upper,100,17.0,0.17,"For the first time since Parliament was dissolved on 12 October 1999 following a coup-d'état, elections were held for all seats in the Senate. General elections had previously been held in February 1997"
Pakistan,ASIA,Yes,2003,March,upper,100,18.0,0.18,
Pakistan,ASIA,Yes,2006,,upper,100,17.0,0.17,"Partially renewed. Every 3 years, half of the membership is renewed. Partial indirect elections for 50 members. After the renewal in March 2006, there were 17 total women, of whom eight were elected in 2006"
Pakistan,ASIA,Yes,2008,,lower,338,76.0,0.22,
Pakistan,ASIA,Yes,2009,,upper,100,18.0,0.18,A half of the seats renewed on 4 March 2009
Pakistan,ASIA,Yes,2012,March,upper,104,17.0,0.16,Half of the seats renewed
Pakistan,ASIA,Yes,2013,,lower,323,67.0,0.21,
Pakistan,ASIA,Yes,2015,March,upper,100,18.0,0.0,
Pakistan,ASIA,Yes,2018,March,upper,104,20.0,0.19,
Pakistan,ASIA,Yes,2018,July,lower,341,69.0,0.2,Provisional results were 68 women out of 330 (with 12 vacant seats). Includes 60 reserved seats for women.
Palau,PAC,Yes,1992,,lower,16,0.0,0.0,The Parliament elected on 4 November 1992 became the first legislature of the Republic of Palau after the country became independent on 1 October 1994.
